bronx_pace_bkt,pace_diff_bkt,runners,bronx_pace_bkt_1,p10,p50,p90
06:30,-40.0,31,06:30,-110.0,-50.0,-20.0
12:30,140.0,1,12:30,-180.0,-90.0,20.0
11:10,-20.0,11,11:10,-190.0,-100.0,-10.0
09:00,-240.0,18,09:00,-161.0,-80.0,-20.0
10:00,-60.0,47,10:00,-170.0,-90.0,-10.0
11:30,-110.0,21,11:30,-190.0,-100.0,-10.0
09:10,0.0,13,09:10,-180.0,-90.0,-20.0
10:10,-20.0,19,10:10,-180.0,-90.0,-20.0
11:40,30.0,8,11:40,-190.0,-100.0,-10.0
11:50,90.0,2,11:50,-180.0,-100.0,-3.0
08:30,-210.0,13,08:30,-160.0,-80.0,-20.0
08:50,30.0,4,08:50,-160.0,-80.0,-20.0
07:00,20.0,1,07:00,-130.0,-60.0,-20.0
10:40,-190.0,11,10:40,-180.0,-100.0,-24.0
07:00,-30.0,38,07:00,-130.0,-60.0,-20.0
08:20,-110.0,62,08:20,-165.0,-80.0,-20.0
06:20,-50.0,21,06:20,-90.0,-40.0,-20.0
11:30,-60.0,18,11:30,-190.0,-100.0,-10.0
10:10,-30.0,26,10:10,-180.0,-90.0,-20.0
16:50,-70.0,2,16:50,-136.0,-70.0,-60.0
08:30,-30.0,52,08:30,-160.0,-80.0,-20.0
09:20,-60.0,61,09:20,-180.0,-90.0,-20.0
09:50,-160.0,26,09:50,-180.0,-80.0,-20.0
11:30,-130.0,19,11:30,-190.0,-100.0,-10.0
10:20,-170.0,27,10:20,-180.0,-90.0,-10.0
10:40,-50.0,36,10:40,-180.0,-100.0,-24.0
13:50,-110.0,5,13:50,-190.0,-100.0,56.0
10:50,-100.0,37,10:50,-180.0,-90.0,-10.0
08:50,-160.0,26,08:50,-160.0,-80.0,-20.0
08:30,30.0,7,08:30,-160.0,-80.0,-20.0
11:30,-80.0,27,11:30,-190.0,-100.0,-10.0
14:30,-50.0,3,14:30,-190.0,-90.0,26.0
06:50,-90.0,22,06:50,-120.0,-60.0,-20.0
13:10,90.0,1,13:10,-180.0,-90.0,-20.0
08:00,-210.0,4,08:00,-160.0,-70.0,-20.0
10:00,-170.0,23,10:00,-170.0,-90.0,-10.0
05:40,-10.0,5,05:40,-57.0,-30.0,-20.0
13:10,-20.0,9,13:10,-180.0,-90.0,-20.0
11:40,-60.0,20,11:40,-190.0,-100.0,-10.0
13:10,-90.0,11,13:10,-180.0,-90.0,-20.0
07:10,-30.0,46,07:10,-130.0,-60.0,-30.0
09:30,-210.0,8,09:30,-180.0,-80.0,-20.0
06:40,-110.0,11,06:40,-100.0,-50.0,-20.0
10:20,40.0,8,10:20,-180.0,-90.0,-10.0
12:40,-180.0,3,12:40,-190.0,-80.0,32.0
10:30,-110.0,42,10:30,-181.0,-90.0,-10.0
11:00,-190.0,15,11:00,-190.0,-100.0,-10.0
13:30,130.0,2,13:30,-190.0,-90.0,32.0
12:20,-150.0,9,12:20,-201.0,-100.0,-10.0
06:10,-50.0,9,06:10,-90.0,-40.0,-20.0
11:40,-40.0,15,11:40,-190.0,-100.0,-10.0
13:10,-30.0,7,13:10,-180.0,-90.0,-20.0
11:20,-170.0,11,11:20,-180.0,-100.0,0.0
11:50,-190.0,6,11:50,-180.0,-100.0,-3.0
11:10,-130.0,30,11:10,-190.0,-100.0,-10.0
08:00,-150.0,17,08:00,-160.0,-70.0,-20.0
11:00,-30.0,16,11:00,-190.0,-100.0,-10.0
12:00,-30.0,6,12:00,-210.0,-100.0,4.0
11:40,-70.0,18,11:40,-190.0,-100.0,-10.0
06:50,-120.0,13,06:50,-120.0,-60.0,-20.0
07:10,-20.0,17,07:10,-130.0,-60.0,-30.0
07:10,-160.0,3,07:10,-130.0,-60.0,-30.0
14:50,120.0,2,14:50,-136.0,-60.0,82.0
12:20,-220.0,4,12:20,-201.0,-100.0,-10.0
11:20,-240.0,10,11:20,-180.0,-100.0,0.0
08:20,-210.0,18,08:20,-165.0,-80.0,-20.0
11:10,-10.0,18,11:10,-190.0,-100.0,-10.0
07:50,-170.0,16,07:50,-150.0,-70.0,-20.0
08:20,-200.0,5,08:20,-165.0,-80.0,-20.0
18:30,130.0,1,18:30,130.0,130.0,130.0
07:30,-140.0,10,07:30,-140.0,-70.0,-20.0
11:20,-30.0,12,11:20,-180.0,-100.0,0.0
08:20,-180.0,18,08:20,-165.0,-80.0,-20.0
15:00,-130.0,2,15:00,-130.0,-55.0,77.0
10:10,-160.0,22,10:10,-180.0,-90.0,-20.0
08:10,-140.0,32,08:10,-150.0,-80.0,-20.0
11:50,-50.0,18,11:50,-180.0,-100.0,-3.0
11:20,10.0,8,11:20,-180.0,-100.0,0.0
06:40,0.0,5,06:40,-100.0,-50.0,-20.0
15:20,-100.0,3,15:20,-196.0,-100.0,-12.0
13:00,-90.0,12,13:00,-180.0,-90.0,20.0
08:30,-200.0,2,08:30,-160.0,-80.0,-20.0
10:50,-120.0,28,10:50,-180.0,-90.0,-10.0
12:50,-160.0,4,12:50,-200.0,-100.0,10.0
06:00,-120.0,1,06:00,-80.0,-40.0,-20.0
10:30,-10.0,16,10:30,-181.0,-90.0,-10.0
